"subject","Label","object","Source","Target"
"Aaron Sheldrick","editing by","Shri Navaratnam",230,307
"State","pushed back with","the White House",375,354
"Tillerson","met twice with","Trump",323,465
"Tillerson","met twice with","Trump",323,439
"Tillerson","met twice with","Trump",323,14
"Trump","been active on","Twitter",465,460
"Trump","been active on","Twitter",439,460
"Trump","been active on","Twitter",14,460
"Trump","been active on","Twitter",465,17
"Trump","been active on","Twitter",439,17
"Trump","been active on","Twitter",14,17
"Trump","said of","Harvey",465,417
"Trump","said of","Harvey",439,417
"Trump","said of","Harvey",14,417
"Trump","said of","Harvey",465,315
"Trump","said of","Harvey",439,315
"Trump","said of","Harvey",14,315
"Pruitt","pushes","Congress",46,377
"Paul","responded","McCarthy",164,229
"Trump","led","Clinton",465,37
"Trump","led","Clinton",439,37
"Trump","led","Clinton",14,37
"Ryan","has faced criticism for","Trump",76,465
"Ryan","has faced criticism for","Trump",76,439
"Ryan","has faced criticism for","Trump",76,14
"the White House","stopped short of","Congress",354,377
"the White House","calling on","Congress",354,377
"Alexander Winning","editing by","Louise Heavens",325,66
"Trump","threw","Ryan",465,76
"Trump","threw","Ryan",439,76
"Trump","threw","Ryan",14,76
"Li","said","Tesla",51,376
"Li","said","Tesla",51,351
"Jessica Jaganathan","Editing by","Bernadette Baum",282,163
"Li","adding","Tesla",51,376
"Li","adding","Tesla",51,351
"Shadia Nasralla","Writing by","Nina Chestney",32,104
"Ryan","has criticized","Trump",76,465
"Ryan","has criticized","Trump",76,439
"Ryan","has criticized","Trump",76,14
"Thomas Seythal","editing by","Christoph Steitz",199,210
"Trump","bring himself to","Ryan",465,76
"Trump","bring himself to","Ryan",439,76
"Trump","bring himself to","Ryan",14,76
"Pruitt","worked quietly to","Trump",46,465
"Pruitt","worked quietly to","Trump",46,439
"Pruitt","worked quietly to","Trump",46,14
"Nidhi Verma","writing by","Marianna Parraga",333,98
"Pruitt","make","Trump",46,465
"Pruitt","make","Trump",46,439
"Pruitt","make","Trump",46,14
"Edward Taylor","editing by","Ed Osmond",141,95
"Stine Jacobsen","Editing by","Susan Fenton",222,152
"Trump","changed his mind about","NAFTA",465,367
"Trump","changed his mind about","NAFTA",439,367
"Trump","changed his mind about","NAFTA",14,367
"Nerijus Adomaitis","editing by","Barbara Lewis",296,237
"Trump","posted on","Twitter",465,460
"Trump","posted on","Twitter",439,460
"Trump","posted on","Twitter",14,460
"Trump","posted on","Twitter",465,17
"Trump","posted on","Twitter",439,17
"Trump","posted on","Twitter",14,17
"Fransiska Nangoy","Editing by","Mark Potter",33,94
"Anthony Boadle","Editing by","Chris Reese",193,304
"Wheeler","has proposed","EPA",101,371
"Wheeler","changing","EPA",101,371
"the White House","announced","Barack Obama",354,148
"Nidhi Verma","editing by","Barbara Lewis",333,237
"Obama","would feel comfortable with","Trump",337,465
"Obama","would feel comfortable with","Trump",337,439
"Obama","would feel comfortable with","Trump",337,14
"Trump","tells","Congress",465,377
"Trump","tells","Congress",439,377
"Trump","tells","Congress",14,377
"Rania El Gamal","Editing by","Stephen Coates",136,73
"Maria Kiselyova","editing by","Mark Potter",91,94
"Shivani Singh","editing by","Barbara Lewis",25,237
"Congress","took a break from","EPA",377,371
"Congress","fortifying chemical safety bill to","the White House",377,354
"Vladimir Soldatkin","editing by","Mark Potter",23,94
"EPA","confirmed","Kelly",371,52
"Thunberg","has more than","Twitter",300,460
"Thunberg","has more than","Twitter",300,17
"Nina Chestney","editing by","Nick Macfie",104,158
"Geert De Clercq","editing by","Susan Fenton",190,152
"Trump","has not","EPA",465,371
"Trump","has not","EPA",439,371
"Trump","has not","EPA",14,371
"Bate Felix","editing by","Alexander Smith",343,137
"Nina Chestney","editing by","Barbara Lewis",104,237
"the White House","been positioning","Congress",354,377
"the White House","has","Congress",354,377
"Trump","is mounting a fierce pushback campaign on","Twitter",465,460
"Trump","is mounting a fierce pushback campaign on","Twitter",439,460
"Trump","is mounting a fierce pushback campaign on","Twitter",14,460
"Trump","is mounting a fierce pushback campaign on","Twitter",465,17
"Trump","is mounting a fierce pushback campaign on","Twitter",439,17
"Trump","is mounting a fierce pushback campaign on","Twitter",14,17
"Miller","went on","CNN",168,361
"Trump","asserted on","Twitter",465,460
"Trump","asserted on","Twitter",439,460
"Trump","asserted on","Twitter",14,460
"Trump","asserted on","Twitter",465,17
"Trump","asserted on","Twitter",439,17
"Trump","asserted on","Twitter",14,17
"Putin","directs","John Kilduff",53,71
"Putin","said","John Kilduff",53,71
"McCarthy","leading the conference in","CNN",229,361
"McCarthy","is now","Trump",229,465
"McCarthy","is now","Trump",229,439
"McCarthy","is now","Trump",229,14
"McCarthy","is willing to","Trump",229,465
"McCarthy","is willing to","Trump",229,439
"McCarthy","is willing to","Trump",229,14
"McCarthy","go to","Trump",229,465
"McCarthy","go to","Trump",229,439
"McCarthy","go to","Trump",229,14
"McCarthy","give","Trump",229,465
"McCarthy","give","Trump",229,439
"McCarthy","give","Trump",229,14
"Trump","wanted","McCarthy",465,229
"Trump","wanted","McCarthy",439,229
"Trump","wanted","McCarthy",14,229
"Jones","had pushed their case to","Trump",195,465
"Jones","had pushed their case to","Trump",195,439
"Jones","had pushed their case to","Trump",195,14
"Murray","wrote to","Perry",328,449
"Murray","wrote to","Perry",328,64
"Trump","has frequently","Obama",465,337
"Trump","has frequently","Obama",439,337
"Trump","has frequently","Obama",14,337
"Trump","hammered","Obama",465,337
"Trump","hammered","Obama",439,337
"Trump","hammered","Obama",14,337
"the White House","saying","Trump",354,465
"the White House","saying","Trump",354,439
"the White House","saying","Trump",354,14
"the White House","divided","the State Department",354,418
"EPA","has less than","Obama",371,337
"Congress","take","the White House",377,354
"Trump","obliged by","Trump",465,465
"Trump","obliged by","Trump",439,465
"Trump","obliged by","Trump",14,465
"Trump","obliged by","Trump",465,439
"Trump","obliged by","Trump",439,439
"Trump","obliged by","Trump",14,439
"Trump","obliged by","Trump",465,14
"Trump","obliged by","Trump",439,14
"Trump","obliged by","Trump",14,14
"Congress","set limits on","FEMA",377,382
"Clinton","appeared to","Trump",37,465
"Clinton","appeared to","Trump",37,439
"Clinton","appeared to","Trump",37,14
"Clinton","be referencing","Trump",37,465
"Clinton","be referencing","Trump",37,439
"Clinton","be referencing","Trump",37,14
"Trump","lost to","Cruz",465,55
"Trump","lost to","Cruz",439,55
"Trump","lost to","Cruz",14,55
"The White House","mollify refiners by","Wheeler",386,101
"Trump","did not","NBC",465,400
"Trump","did not","NBC",439,400
"Trump","did not","NBC",14,400
"Trump","specify","NBC",465,400
"Trump","specify","NBC",439,400
"Trump","specify","NBC",14,400
"Cruz","voiced support for","EPA",55,371
"James Davey","editing by","Kirsten Donovan",93,150
"Trump","saying","Cruz",465,55
"Trump","saying","Cruz",439,55
"Trump","saying","Cruz",14,55
"Eikon","Reporting by","Aaron Sheldrick",113,230
"Pruitt","circumvented","the White House",46,354
"McConnell","is also","Trump",214,465
"McConnell","is also","Trump",214,439
"McConnell","is also","Trump",214,14
"McConnell","urging","Trump",214,465
"McConnell","urging","Trump",214,439
"McConnell","urging","Trump",214,14
"Stephen Jewkes","Editing by","Kirsten Donovan",130,150
"Miller","testify before","Congress",168,377
"Miller","rulemaking","Trump",168,465
"Miller","rulemaking","Trump",168,439
"Miller","rulemaking","Trump",168,14
"Macron","seen embracing","Trump",103,465
"Macron","seen embracing","Trump",103,439
"Macron","seen embracing","Trump",103,14
"Michael Hogan","editing by","Thomas Escritt",273,258
"FEMA","announced","Trump",382,465
"FEMA","announced","Trump",382,439
"FEMA","announced","Trump",382,14
"Andrei Khalip","editing by","Nick Macfie",306,158
"Paul Sandle","Editing by","Kate Holton",106,107
"Trump","is","Clinton",465,37
"Trump","is","Clinton",439,37
"Trump","is","Clinton",14,37
"Gabrielle Tétrault-Farber","editing by","David Evans",22,105
"Kate Holton","editing by","Sarah Young",107,278
"Polina Devitt","editing by","Barbara Lewis",112,237
"Brown","spoke","Trump",59,465
"Brown","spoke","Trump",59,439
"Brown","spoke","Trump",59,14
"Aidan Lewis","editing by","Chris Reese",289,304
"Pruitt","praised","Trump",46,465
"Pruitt","praised","Trump",46,439
"Pruitt","praised","Trump",46,14
"EPA","make","Pruitt",371,46
"Cruz","defeated","Trump",55,465
"Cruz","defeated","Trump",55,439
"Cruz","defeated","Trump",55,14
"Anthony Boadle","Editing by","Dan Grebler",193,205
"Paul Sandle","Editing by","Susan Fenton",106,152
"TransCanada","remains fully committed to","Keystone XL",438,266
"TransCanada","building","Keystone XL",438,266
"Roberts","refuses to","Paul",272,164
"Roberts","read","Paul",272,164
"Bloomberg","calls","Bernie Sanders",62,35
"Trump","is also","Congress",465,377
"Trump","is also","Congress",439,377
"Trump","is also","Congress",14,377
"Trump","go around","Congress",465,377
"Trump","go around","Congress",439,377
"Trump","go around","Congress",14,377
"Bloomberg","follows a total shellacking from","Warren",62,244
"Trump","considering","Congress",465,377
"Trump","considering","Congress",439,377
"Trump","considering","Congress",14,377
"Warren","hammered","Bloomberg",244,62
"Perry","sent","FERC",449,378
"Perry","sent","FERC",64,378
"Murray","acknowledged sharing the plan with","Trump",328,465
"Murray","acknowledged sharing the plan with","Trump",328,439
"Murray","acknowledged sharing the plan with","Trump",328,14
"Thunberg","addressed","the United Nations",300,380
"Anthony Boadle","Editing by","Gram Slattery",193,286
"Ross","said on","CNBC",221,420
"Shivani Singh","Editing by","Shri Navaratnam",25,307
"Steve Scherer","writing by","Steve Scherer",242,242
"State","said","Johnson",375,89
"Murray","urged","Trump",328,465
"Murray","urged","Trump",328,439
"Murray","urged","Trump",328,14
"Shell","been trying to","Nigeria",388,344
"Shell","sell in","Nigeria",388,344
"Shell","has","Nigeria",388,344
"Biden","confronted by","Greenpeace",206,350
"Congress","may try to","Trump",377,465
"Congress","may try to","Trump",377,439
"Congress","may try to","Trump",377,14
"Congress","lend","Trump",377,465
"Congress","lend","Trump",377,439
"Congress","lend","Trump",377,14
"Congress","did vote to","FEMA",377,382
"Julia Love","Editing by","Peter Cooney",188,297
"Congress","allow","FEMA",377,382
"Exxon Mobil","lobbied","Trump",395,465
"Exxon Mobil","lobbied","Trump",395,439
"Exxon Mobil","lobbied","Trump",395,14
"Trump","rarefied space of","the White House",465,354
"Trump","rarefied space of","the White House",439,354
"Trump","rarefied space of","the White House",14,354
"The White House","has declined to","Obama",386,337
"The White House","say","Obama",386,337
"Trump","took a shot at","the European Union",465,353
"Trump","took a shot at","the European Union",439,353
"Trump","took a shot at","the European Union",14,353
"Ross","pointed out","the European Union",221,353
"NASA","is still","Congress",356,377
"NASA","trying to","Congress",356,377
"NASA","convince","Congress",356,377
"State","pressed","Trump",375,465
"State","pressed","Trump",375,439
"State","pressed","Trump",375,14
"CNN","carrying him live to","Warren",361,244
"Warren","castigating","Trump",244,465
"Warren","castigating","Trump",244,439
"Warren","castigating","Trump",244,14
"Trump","relegating","Sanders",465,408
"Trump","relegating","Sanders",439,408
"Trump","relegating","Sanders",14,408
"Clinton","defeat","Trump",37,465
"Clinton","defeat","Trump",37,439
"Clinton","defeat","Trump",37,14
"Sanders","dominated","Clinton",408,37
"Sanders","said at","the White House",408,354
"the State Department","comes","Obama",418,337
"Trump","directed","Ross",465,221
"Trump","directed","Ross",439,221
"Trump","directed","Ross",14,221
"Hillary Clinton","voted for","Donald Trump",153,40
"the White House","had little contact with","the State Department",354,418
"The White House","has previously","Trump",386,465
"The White House","has previously","Trump",386,439
"The White House","has previously","Trump",386,14
"Congress","slammed","Biden",377,206
"Trump","are","the White House",465,354
"Trump","are","the White House",439,354
"Trump","are","the White House",14,354
"Hillary Clinton","prevailed over","Donald Trump",153,40
"Trump","cited a segment on","Fox News",465,379
"Trump","cited a segment on","Fox News",439,379
"Trump","cited a segment on","Fox News",14,379
"Pruitt","intervened","the White House",46,354
"Davis","went to","Austin",208,255
"Nelson","teardown","Nelson",262,262
"Hillary Clinton","blasting","NAFTA",153,367
"Pruitt","resigned from","EPA",46,371
"McCarthy","rehashing his previous conversations with","Trump",229,465
"McCarthy","rehashing his previous conversations with","Trump",229,439
"McCarthy","rehashing his previous conversations with","Trump",229,14
"Trump","is scheduled to","the White House",465,354
"Trump","is scheduled to","the White House",439,354
"Trump","is scheduled to","the White House",14,354
"Trump","meet with","the White House",465,354
"Trump","meet with","the White House",439,354
"Trump","meet with","the White House",14,354
"Dahlia Nehme","editing by","Louise Heavens",151,66
"Trump","would defeat","Cruz",465,55
"Trump","would defeat","Cruz",439,55
"Trump","would defeat","Cruz",14,55
"Richard Valdmanis","Editing by","Paul Simao",15,18
"Fox News","repeated allegations by","State",379,375
"Martyn Herman","editing by","John Stonestreet",277,172
"Andrew","editing by","Toby Davis",86,317
"Trump","has repeatedly","Scott",465,276
"Trump","has repeatedly","Scott",439,276
"Trump","has repeatedly","Scott",14,276
"Trump","urged","Scott",465,276
"Trump","urged","Scott",439,276
"Trump","urged","Scott",14,276
"Macron","met with","Trump",103,465
"Macron","met with","Trump",103,439
"Macron","met with","Trump",103,14
"Tom Balmforth","Editing","Gabrielle Tétrault-Farber",27,22
"Biden","would demand","Congress",206,377
"Zinke","rebuked past statements by","Trump",119,465
"Zinke","rebuked past statements by","Trump",119,439
"Zinke","rebuked past statements by","Trump",119,14
"Warren","lambasted","Bloomberg",244,62
"EPA","is likely to","Pruitt",371,46
"EPA","see under","Pruitt",371,46
"Pruitt","sent to","EPA",46,371
"Pruitt","copied","EPA",46,371
"Trump","sparring with","Bush",465,111
"Trump","sparring with","Bush",439,111
"Trump","sparring with","Bush",14,111
"Congress","continue the emergency rather than","Congress",377,377
"Clinton","leading","Sanders",37,408
"Trump","has lashed out","OPEC",465,364
"Trump","has lashed out","OPEC",439,364
"Trump","has lashed out","OPEC",14,364
"Goldman Sachs","gave","McCarthy",372,229
"Trump","was aboard","Air Force One",465,454
"Trump","was aboard","Air Force One",439,454
"Trump","was aboard","Air Force One",14,454
"Clinton","would execute in","the White House",37,354
"EPA","argued","Pruitt",371,46
"Trump","be a better president than","Obama",465,337
"Trump","be a better president than","Obama",439,337
"Trump","be a better president than","Obama",14,337
"Joe Biden","beat","Bernie Sanders",345,35
"Hillary Clinton","touted the book's","Twitter",153,460
"Hillary Clinton","touted the book's","Twitter",153,17
"Sanders","said driving","Trump",408,465
"Sanders","said driving","Trump",408,439
"Sanders","said driving","Trump",408,14
"Bloomberg","has pilloried the former mayor on","Twitter",62,460
"Bloomberg","has pilloried the former mayor on","Twitter",62,17
"Trump","is only","EPA",465,371
"Trump","is only","EPA",439,371
"Trump","is only","EPA",14,371
"Trump","directing","EPA",465,371
"Trump","directing","EPA",439,371
"Trump","directing","EPA",14,371
"Trump","announced","Pompeo",465,251
"Trump","announced","Pompeo",439,251
"Trump","announced","Pompeo",14,251
"Olzhas Auyezov","Editing by","Shri Navaratnam",38,307
"Rubio","accused","Trump",310,465
"Rubio","accused","Trump",310,439
"Rubio","accused","Trump",310,14
"Dominique Patton","Writing by","Shivani Singh",56,25
"the White House","are weighing a package of","FEMA",354,382
"William James","editing by","Sarah Young",143,278
"Trump","has ordered","EPA",465,371
"Trump","has ordered","EPA",439,371
"Trump","has ordered","EPA",14,371
"Trump","kept","Schumer",465,41
"Trump","kept","Schumer",439,41
"Trump","kept","Schumer",14,41
"Leigh Thomas","editing by","Larry King",209,48
"Schumer","slammed","the White House",41,354
"The New York Times","reported","the White House",374,354
"the White House","summoned","Toyota",354,432
"Trudeau","is expected to","Trump",77,465
"Trudeau","is expected to","Trump",77,439
"Trudeau","is expected to","Trump",77,14
"Martyn Herman","Editing by","Chizu Nomiyama",277,133
"Trudeau","pitch","Trump",77,465
"Trudeau","pitch","Trump",77,439
"Trudeau","pitch","Trump",77,14
"Katya Golubkova","Editing by","Kirsten Donovan",88,150
"Jessica Jaganathan","editing by","David Evans",282,105
"Brown","predicted","Trump",59,465
"Brown","predicted","Trump",59,439
"Brown","predicted","Trump",59,14
"Emma Thomasson","editing by","Nick Macfie",234,158
"EPA","triumphs at","the Supreme Court",371,370
"Olzhas Auyezov","Editing by","Kim Coghill",38,259
"Chao","has said","Congress",204,377
"Clinton","make sure his opposition to","Trump",37,465
"Clinton","make sure his opposition to","Trump",37,439
"Clinton","make sure his opposition to","Trump",37,14
"Trump","insisted","Clinton",465,37
"Trump","insisted","Clinton",439,37
"Trump","insisted","Clinton",14,37
"Trump","has previously","Jones",465,195
"Trump","has previously","Jones",439,195
"Trump","has previously","Jones",14,195
"Trump","lavished","Jones",465,195
"Trump","lavished","Jones",439,195
"Trump","lavished","Jones",14,195
"Trump","made special mention on","Twitter",465,460
"Trump","made special mention on","Twitter",439,460
"Trump","made special mention on","Twitter",14,460
"Trump","made special mention on","Twitter",465,17
"Trump","made special mention on","Twitter",439,17
"Trump","made special mention on","Twitter",14,17
"Trump","accused","GM",465,358
"Trump","accused","GM",439,358
"Trump","accused","GM",14,358
"Trump","said","Keystone XL",465,266
"Trump","said","Keystone XL",439,266
"Trump","said","Keystone XL",14,266
"Trump","responded then by","Biden",465,206
"Trump","responded then by","Biden",439,206
"Trump","responded then by","Biden",14,206
"Trump","tying","Biden",465,206
"Trump","tying","Biden",439,206
"Trump","tying","Biden",14,206
"Congress","raise its borrowing authority after","Harvey",377,417
"Congress","raise its borrowing authority after","Harvey",377,315
"Olzhas Auyezov","Editing by","Chizu Nomiyama",38,133
"Donald Trump","making only","Sanders",40,408
"Sanders","done damage to","Clinton",408,37
"Warren","expected to","Biden",244,206
"Warren","refrain from","Biden",244,206
"Maria","marched on","Capitol Hill",169,437
"Warren","endorsing","Biden",244,206
"Zinke","told","The Associated Press",119,398
"Wallace","wondered","Trump",256,465
"Wallace","wondered","Trump",256,439
"Wallace","wondered","Trump",256,14
"NAFTA","be passed by","Congress",367,377
"NAFTA","must","Congress",367,377
"Rubio","criticized","Trump",310,465
"Rubio","criticized","Trump",310,439
"Rubio","criticized","Trump",310,14
"Trump","mocked","Sanders",465,408
"Trump","mocked","Sanders",439,408
"Trump","mocked","Sanders",14,408
"The White House","will formally","Congress",386,377
"Obama","would hunker down","the White House",337,354
"Leigh Thomas","Writing by","Richard Lough",209,173
"Vera Eckert","editing by","Barbara Lewis",275,237
"Sanders","might use the president's","Congress",408,377
"Katya Golubkova","editing by","Barbara Lewis",88,237
"David Alire Garcia","Editing by","Kenneth Maxwell",248,327
"Pruitt","said on","CNBC",46,420
"Trump","comes","the White House",465,354
"Trump","comes","the White House",439,354
"Trump","comes","the White House",14,354
"Trump","saving efforts during","Harvey",465,417
"Trump","saving efforts during","Harvey",439,417
"Trump","saving efforts during","Harvey",14,417
"Trump","saving efforts during","Harvey",465,315
"Trump","saving efforts during","Harvey",439,315
"Trump","saving efforts during","Harvey",14,315
"Harvey","warned","Irma",417,87
"Harvey","warned","Irma",315,87
"Kylie MacLellan","Editing by","Kevin Liffey",144,175
"Trump","address a joint session of","Congress",465,377
"Trump","address a joint session of","Congress",439,377
"Trump","address a joint session of","Congress",14,377
"Trump","described","Harvey",465,417
"Trump","described","Harvey",439,417
"Trump","described","Harvey",14,417
"Trump","described","Harvey",465,315
"Trump","described","Harvey",439,315
"Trump","described","Harvey",14,315
"Bate Felix","Writing by","Gus Trompiz",343,157
"Paul","said on","Fox News",164,379
"Obama","is daring","Trump",337,465
"Obama","is daring","Trump",337,439
"Obama","is daring","Trump",337,14
"Trump","has forcefully","Obama",465,337
"Trump","has forcefully","Obama",439,337
"Trump","has forcefully","Obama",14,337
"Trump","attacked","Obama",465,337
"Trump","attacked","Obama",439,337
"Trump","attacked","Obama",14,337
"Netanyahu","praising","Trump",128,465
"Netanyahu","praising","Trump",128,439
"Netanyahu","praising","Trump",128,14
"Trump","has no plans to","Putin",465,53
"Trump","has no plans to","Putin",439,53
"Trump","has no plans to","Putin",14,53
"Thunberg","did not","Trump",300,465
"Thunberg","did not","Trump",300,439
"Thunberg","did not","Trump",300,14
"Thunberg","mention","Trump",300,465
"Thunberg","mention","Trump",300,439
"Thunberg","mention","Trump",300,14
"Trump","was not","Thunberg",465,300
"Trump","was not","Thunberg",439,300
"Trump","was not","Thunberg",14,300
"Trump","mocking","Thunberg",465,300
"Trump","mocking","Thunberg",439,300
"Trump","mocking","Thunberg",14,300
"Trump","leads","the White House",465,354
"Trump","leads","the White House",439,354
"Trump","leads","the White House",14,354
"Katya Golubkova","editing by","Louise Heavens",88,66
"Harvey","hit","FEMA",417,382
"Harvey","hit","FEMA",315,382
"Jessica Jaganathan","Editing by","Richard Pullin",282,39
"FEMA","received the same response as","Williams",382,146
"FEMA","discuss the details of","Williams",382,146
"Congress","gave","FEMA",377,382
"Harvey","passed","Warren",417,244
"Harvey","passed","Warren",315,244
"Congress","intended","FEMA",377,382
"Edmund Blair","editing by","Jason Neely",78,28
"Perry","including","Perry",449,449
"Perry","including","Perry",64,449
"Perry","including","Perry",449,64
"Perry","including","Perry",64,64
"Perry","said","Perry",449,449
"Perry","said","Perry",64,449
"Perry","said","Perry",449,64
"Perry","said","Perry",64,64
"Trump","won unexpectedly","Trump",465,465
"Trump","won unexpectedly","Trump",439,465
"Trump","won unexpectedly","Trump",14,465
"Trump","won unexpectedly","Trump",465,439
"Trump","won unexpectedly","Trump",439,439
"Trump","won unexpectedly","Trump",14,439
"Trump","won unexpectedly","Trump",465,14
"Trump","won unexpectedly","Trump",439,14
"Trump","won unexpectedly","Trump",14,14
"Nerijus Adomaitis","writing by","Gwladys Fouche",296,165
"Clinton","is slightly higher than","Trump",37,465
"Clinton","is slightly higher than","Trump",37,439
"Clinton","is slightly higher than","Trump",37,14
"Trump","addressing reporters at","the White House",465,354
"Trump","addressing reporters at","the White House",439,354
"Trump","addressing reporters at","the White House",14,354
"Trump","taunted","Rubio",465,310
"Trump","taunted","Rubio",439,310
"Trump","taunted","Rubio",14,310
"Sonali Paul","editing by","Jason Neely",72,28
"Macron","upend a major trade deal between","the European Union",103,353
"Rania El Gamal","Editing by","Chizu Nomiyama",136,133
"Shadia Nasralla","editing by","Barbara Lewis",32,237
"Brown","should use the opportunity to","Trump",59,465
"Brown","should use the opportunity to","Trump",59,439
"Brown","should use the opportunity to","Trump",59,14
"Emma Thomasson","editing by","Thomas Escritt",234,258
"William Schomberg","editing by","Ed Osmond",174,95
"Ahmad Ghaddar","Editing by","David Clarke",240,149
"the White House","freeing up","Trump",354,465
"the White House","freeing up","Trump",354,439
"the White House","freeing up","Trump",354,14
"Trump","outperformed","Clinton",465,37
"Trump","outperformed","Clinton",439,37
"Trump","outperformed","Clinton",14,37
"Clinton","has strong leadership qualities than","Trump",37,465
"Clinton","has strong leadership qualities than","Trump",37,439
"Clinton","has strong leadership qualities than","Trump",37,14
"Clinton","outscored","Trump",37,465
"Clinton","outscored","Trump",37,439
"Clinton","outscored","Trump",37,14
"David Milliken","Editing by","Guy Faulconbridge",123,140
"Congress","needs to","Schumer",377,41
"Dave Sherwood","editing by","Jason Neely",179,28
"Congress","act","Schumer",377,41
"Capitol Hill","according to","CNN",437,361
"Kim","wants from","Trump",121,465
"Kim","wants from","Trump",121,439
"Kim","wants from","Trump",121,14
"Trump","reaches with","Kim",465,121
"Trump","reaches with","Kim",439,121
"Trump","reaches with","Kim",14,121
"Trump","alleged","Amazon",465,363
"Trump","alleged","Amazon",439,363
"Trump","alleged","Amazon",14,363
"Trump","equates","Amazon",465,363
"Trump","equates","Amazon",439,363
"Trump","equates","Amazon",14,363
"Clinton","would block the will of","Congress",37,377
"Clinton","wrote on","Twitter",37,460
"Clinton","wrote on","Twitter",37,17
"Trump","has also","Amazon",465,363
"Trump","has also","Amazon",439,363
"Trump","has also","Amazon",14,363
"Trump","been mostly mum on","OPEC",465,364
"Trump","been mostly mum on","OPEC",439,364
"Trump","been mostly mum on","OPEC",14,364
"Trump","stay in","the White House",465,354
"Trump","stay in","the White House",439,354
"Trump","stay in","the White House",14,354
"Trump","beat","Hillary Clinton",465,153
"Trump","beat","Hillary Clinton",439,153
"Trump","beat","Hillary Clinton",14,153
"Trump","expressed admiration for","Putin",465,53
"Trump","expressed admiration for","Putin",439,53
"Trump","expressed admiration for","Putin",14,53
"Trump","seemed to","Putin",465,53
"Trump","seemed to","Putin",439,53
"Trump","seemed to","Putin",14,53
"Trump","clear","Putin",465,53
"Trump","clear","Putin",439,53
"Trump","clear","Putin",14,53
"EPA","released a photo of","Pruitt",371,46
"Jones","accompanying","Williams",195,146
"the White House","celebrate","Trump",354,465
"the White House","celebrate","Trump",354,439
"the White House","celebrate","Trump",354,14
"Tillerson","liquidated his holdings in","Exxon",323,359
"the State Department","answer questions about","Trump",418,465
"the State Department","answer questions about","Trump",418,439
"the State Department","answer questions about","Trump",418,14
"Polina Devitt","editing by","Ed Osmond",112,95
"Dahlia Nehme","writing by","Maher Chmaytelli",151,288
"Hillary Clinton","pointed out","Trump",153,465
"Hillary Clinton","pointed out","Trump",153,439
"Hillary Clinton","pointed out","Trump",153,14
"Steve Holland","writing by","Susan Heavey",213,19
"Trump","promised to","Keystone XL",465,266
"Trump","promised to","Keystone XL",439,266
"Trump","promised to","Keystone XL",14,266
"Dahlia Nehme","Editing by","Barbara Lewis",151,237
"Marta Nogueira","writing by","Jake Spring",201,260
"Nerijus Adomaitis","editing by","Ed Osmond",296,95
"Nidhi Verma","editing by","Louise Heavens",333,66
"Kate Holton","writing by","William James",107,143
"Thomas Seythal","editing by","Thomas Escritt",199,258
"Paul Sandle","Editing by","Sandra Maler",106,207
"Alexandra Ulmer","Editing by","Simon Cameron-Moore",231,322
"Maria Kiselyova","Writing by","Vladimir Soldatkin",91,23
"Clinton","beat","Sanders",37,408
"BuzzFeed News","urge viewers to","Congress",443,377
"Trump","was better capable than","Obama",465,337
"Trump","was better capable than","Obama",439,337
"Trump","was better capable than","Obama",14,337
"Andrey Ostroukh","writing by","Polina Devitt",117,112
"Eikon","Reporting by","Nidhi Verma",113,333
"Aislinn Laing","Editing by","Tom Brown",339,295
"Maria Kiselyova","Editing by","Clarence Fernandez",91,191
"Jackson","told","BuzzFeed News",160,443
"Richard Valdmanis","editing by","Barbara Lewis",15,237
"Mark Zuckerberg","told","BuzzFeed News",126,443
"Smith","told","BuzzFeed News",329,443
"Austin","told","BuzzFeed News",255,443
"Twitter","told","BuzzFeed News",460,443
"Twitter","told","BuzzFeed News",17,443
"Davis","told","BuzzFeed News",208,443
"Obama","wrote on","Twitter",337,460
"Obama","wrote on","Twitter",337,17
"Martin","told","the Associated Press",254,362
"Kim","wrote on","Twitter",121,460
"Kim","wrote on","Twitter",121,17
"Microsoft","told","BuzzFeed News",414,443
"Google","invited","BuzzFeed News",369,443
"Musk","told","the Wall Street Journal",60,368
"Tesla","joins","Google",376,369
"Tesla","joins","Google",351,369
"Kim","is gonna","Kim",121,121
"Ford","have compared to","Tesla",381,376
"Ford","have compared to","Tesla",381,351
"Ford","does","Tesla",381,376
"Ford","does","Tesla",381,351
"Trump","tried to again","Clinton",465,37
"Trump","tried to again","Clinton",439,37
"Trump","tried to again","Clinton",14,37
"Trump","claim","Clinton",465,37
"Trump","claim","Clinton",439,37
"Trump","claim","Clinton",14,37
"Sanders","pulled","Clinton",408,37
"Greenpeace","told","BuzzFeed News",350,443
"ExxonMobil","told","BuzzFeed News",419,443
"Trump","alleged","Hillary Clinton",465,153
"Trump","alleged","Hillary Clinton",439,153
"Trump","alleged","Hillary Clinton",14,153
"Cook","told","BuzzFeed News",118,443
"Cook","has indicated","Apple",118,403
"Cook","seems to","Apple",118,403
"Cook","be suggesting","Apple",118,403
"BuzzFeed News","shows","Trump",443,465
"BuzzFeed News","shows","Trump",443,439
"BuzzFeed News","shows","Trump",443,14
"BuzzFeed News","expect","Trump",443,465
"BuzzFeed News","expect","Trump",443,439
"BuzzFeed News","expect","Trump",443,14
"Trump","get that through","Congress",465,377
